source_id,target,human_scope_decision,human_workbook_row,mapping_method,raw_base102_row,raw_base102_sequence,inventory_year,pseudonymous_entity_id,industry_code,target_equipment_value,enterprise_master_present,enterprise_control_row_count
SRC-RAW-95B625A17C5D341D28C2,POWER,include,233,canonical_expert_scope_order,3045,13,2022,CREDIT-B11D1EB7B894,3110,燃气锅炉,True,11
SRC-RAW-DAEA899F623DBE4006C6,POWER,include,234,canonical_expert_scope_order,3046,14,2022,CREDIT-B11D1EB7B894,3110,燃气锅炉,True,11
SRC-RAW-8A769848E39A4E232A92,POWER,include,235,canonical_expert_scope_order,3047,11,2022,CREDIT-B6FCE338D02E,2511,燃煤锅炉,True,12
SRC-RAW-7E2E36EA91A2F6850F7C,POWER,include,236,canonical_expert_scope_order,3048,12,2022,CREDIT-B6FCE338D02E,2511,燃煤锅炉,True,12
SRC-RAW-73ED7D681FC9EE9EE200,POWER,include,237,canonical_expert_scope_order,3049,13,2022,CREDIT-B6FCE338D02E,2511,燃煤锅炉,True,12
SRC-RAW-6B8DD9A6ED25B850DE12,POWER,include,238,canonical_expert_scope_order,3050,14,2022,CREDIT-B6FCE338D02E,2511,燃煤锅炉,True,12
SRC-RAW-0ED6382A41A784E5F7DD,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3051,21,2022,ORG-9EC8DF113298,2921,,True,2
SRC-RAW-AC7CFAD1E73B6414E730,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3052,22,2022,ORG-9EC8DF113298,2921,,True,2
SRC-RAW-6A9A6E219B1F23BE8769,POWER,include,239,canonical_expert_scope_order,3053,11,2022,CREDIT-5528B7697BCA,2221,燃煤锅炉,True,3
SRC-RAW-2FED2932844C46C85218,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3054,21,2022,CREDIT-D45F614C8CDD,1329,,True,1
SRC-RAW-3E0F23F4F7FCDDD5A7BF,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3055,21,2022,CREDIT-22D7455A305E,1521,,True,0
SRC-RAW-629B115AEDD5DA21F778,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3056,22,2022,CREDIT-22D7455A305E,1521,,True,0
SRC-RAW-A7900BBDC7B5592B1D7E,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3057,21,2022,CREDIT-278E0B5B7C12,2619,,True,4
SRC-RAW-9A97080789A080FE4D4F,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3058,11,2022,ORG-F6B68036A889,4419,燃生物质锅炉,True,1
SRC-RAW-D6C051053CC8E44F7BC5,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3059,21,2022,ORG-84EE18146366,2924,,True,1
